Data,Local,Modalidade de Venda,Preço,Produto
2023-06-02,Manaus,LPA,3.1436,Diesel S10
2023-06-03,Manaus,LPA,3.1436,Diesel S10
2023-06-04,Manaus,LPA,3.1436,Diesel S10
2023-06-05,Manaus,LPA,3.1436,Diesel S10
2023-06-06,Manaus,LPA,3.1436,Diesel S10
2023-06-07,Manaus,LPA,3.1436,Diesel S10
2023-06-08,Manaus,LPA,3.1436,Diesel S10
2023-06-09,Manaus,LPA,3.1982,Diesel S10
2023-06-10,Manaus,LPA,3.1982,Diesel S10
2023-06-11,Manaus,LPA,3.1982,Diesel S10
2023-06-12,Manaus,LPA,3.1982,Diesel S10
2023-06-13,Manaus,LPA,3.1982,Diesel S10
2023-06-14,Manaus,LPA,3.1982,Diesel S10
2023-06-15,Manaus,LPA,3.1982,Diesel S10
2023-06-16,Manaus,LPA,3.1148,Diesel S10
2023-06-17,Manaus,LPA,3.1148,Diesel S10
2023-06-18,Manaus,LPA,3.1148,Diesel S10
2023-06-19,Manaus,LPA,3.1148,Diesel S10
2023-06-20,Manaus,LPA,3.1148,Diesel S10
2023-06-21,Manaus,LPA,3.1148,Diesel S10
2023-06-22,Manaus,LPA,3.1148,Diesel S10
2023-06-23,Manaus,LPA,3.2928,Diesel S10
2023-06-24,Manaus,LPA,3.2928,Diesel S10
2023-06-25,Manaus,LPA,3.2928,Diesel S10
2023-06-26,Manaus,LPA,3.2928,Diesel S10
2023-06-27,Manaus,LPA,3.2928,Diesel S10
2023-06-28,Manaus,LPA,3.2928,Diesel S10
2023-06-29,Manaus,LPA,3.2928,Diesel S10
2023-06-30,Manaus,LPA,3.1515,Diesel S10
2023-07-01,Manaus,LPA,3.1515,Diesel S10
2023-07-02,Manaus,LPA,3.1515,Diesel S10
2023-07-03,Manaus,LPA,3.1515,Diesel S10
2023-07-04,Manaus,LPA,3.1515,Diesel S10
2023-07-05,Manaus,LPA,3.1515,Diesel S10
2023-07-06,Manaus,LPA,3.1515,Diesel S10
2023-07-07,Manaus,LPA,3.2264,Diesel S10
2023-07-08,Manaus,LPA,3.2264,Diesel S10
2023-07-09,Manaus,LPA,3.2264,Diesel S10
2023-07-10,Manaus,LPA,3.2264,Diesel S10
2023-07-11,Manaus,LPA,3.2264,Diesel S10
2023-07-12,Manaus,LPA,3.2264,Diesel S10
2023-07-13,Manaus,LPA,3.2264,Diesel S10
2023-07-14,Manaus,LPA,3.3589,Diesel S10
2023-07-15,Manaus,LPA,3.3589,Diesel S10
2023-07-16,Manaus,LPA,3.3589,Diesel S10
2023-07-17,Manaus,LPA,3.3589,Diesel S10
2023-07-18,Manaus,LPA,3.3589,Diesel S10
2023-07-19,Manaus,LPA,3.3589,Diesel S10
2023-07-20,Manaus,LPA,3.3589,Diesel S10
2023-07-21,Manaus,LPA,3.3948,Diesel S10
2023-07-22,Manaus,LPA,3.3948,Diesel S10
2023-07-23,Manaus,LPA,3.3948,Diesel S10
2023-07-24,Manaus,LPA,3.3948,Diesel S10
2023-07-25,Manaus,LPA,3.3948,Diesel S10
2023-07-26,Manaus,LPA,3.3948,Diesel S10
2023-07-27,Manaus,LPA,3.3948,Diesel S10
2023-07-28,Manaus,LPA,3.57,Diesel S10
2023-07-29,Manaus,LPA,3.57,Diesel S10
2023-07-30,Manaus,LPA,3.57,Diesel S10
2023-07-31,Manaus,LPA,3.57,Diesel S10
2023-08-01,Manaus,LPA,3.57,Diesel S10
2023-08-02,Manaus,LPA,3.57,Diesel S10
2023-08-03,Manaus,LPA,3.57,Diesel S10
2023-08-04,Manaus,LPA,3.8667,Diesel S10
2023-08-05,Manaus,LPA,3.8667,Diesel S10
2023-08-06,Manaus,LPA,3.8667,Diesel S10
2023-08-07,Manaus,LPA,3.8667,Diesel S10
2023-08-08,Manaus,LPA,3.8667,Diesel S10
2023-08-09,Manaus,LPA,3.8667,Diesel S10
2023-08-10,Manaus,LPA,3.8667,Diesel S10
2023-08-11,Manaus,LPA,4.153,Diesel S10
2023-08-12,Manaus,LPA,4.153,Diesel S10
2023-08-13,Manaus,LPA,4.153,Diesel S10
2023-08-14,Manaus,LPA,4.153,Diesel S10
2023-08-15,Manaus,LPA,4.153,Diesel S10
2023-08-16,Manaus,LPA,4.153,Diesel S10
2023-08-17,Manaus,LPA,4.153,Diesel S10
2023-08-18,Manaus,LPA,4.2862,Diesel S10
2023-08-19,Manaus,LPA,4.2862,Diesel S10
2023-08-20,Manaus,LPA,4.2862,Diesel S10
2023-08-21,Manaus,LPA,4.2862,Diesel S10
2023-08-22,Manaus,LPA,4.2862,Diesel S10
2023-08-23,Manaus,LPA,4.2862,Diesel S10
2023-08-24,Manaus,LPA,4.2862,Diesel S10
2023-08-25,Manaus,LPA,4.3266,Diesel S10
2023-08-26,Manaus,LPA,4.3266,Diesel S10
2023-08-27,Manaus,LPA,4.3266,Diesel S10
2023-08-28,Manaus,LPA,4.3266,Diesel S10
2023-08-29,Manaus,LPA,4.3266,Diesel S10
2023-08-30,Manaus,LPA,4.3266,Diesel S10
2023-08-31,Manaus,LPA,4.3266,Diesel S10
2023-09-01,Manaus,LPA,4.3513,Diesel S10
2023-09-02,Manaus,LPA,4.3513,Diesel S10
2023-09-03,Manaus,LPA,4.3513,Diesel S10
2023-09-04,Manaus,LPA,4.3513,Diesel S10
2023-09-05,Manaus,LPA,4.3513,Diesel S10
2023-09-06,Manaus,LPA,4.3513,Diesel S10
2023-09-07,Manaus,LPA,4.3513,Diesel S10
2023-09-08,Manaus,LPA,4.4204,Diesel S10
2023-09-09,Manaus,LPA,4.4204,Diesel S10
2023-09-10,Manaus,LPA,4.4204,Diesel S10
2023-09-11,Manaus,LPA,4.4204,Diesel S10
2023-09-12,Manaus,LPA,4.4204,Diesel S10
2023-09-13,Manaus,LPA,4.4204,Diesel S10
2023-09-14,Manaus,LPA,4.4204,Diesel S10
2023-09-15,Manaus,LPA,4.6305,Diesel S10
2023-09-16,Manaus,LPA,4.6305,Diesel S10
2023-09-17,Manaus,LPA,4.6305,Diesel S10
2023-09-18,Manaus,LPA,4.6305,Diesel S10
2023-09-19,Manaus,LPA,4.6305,Diesel S10
2023-09-20,Manaus,LPA,4.6305,Diesel S10
2023-09-21,Manaus,LPA,4.6305,Diesel S10
2023-09-22,Manaus,LPA,4.6503,Diesel S10
2023-09-23,Manaus,LPA,4.6503,Diesel S10
2023-09-24,Manaus,LPA,4.6503,Diesel S10
2023-09-25,Manaus,LPA,4.6503,Diesel S10
2023-09-26,Manaus,LPA,4.6503,Diesel S10
2023-09-27,Manaus,LPA,4.6503,Diesel S10
2023-09-28,Manaus,LPA,4.6503,Diesel S10
2023-09-29,Manaus,LPA,4.8043,Diesel S10
2023-09-30,Manaus,LPA,4.8043,Diesel S10
2023-10-01,Manaus,LPA,4.8043,Diesel S10
2023-10-02,Manaus,LPA,4.8043,Diesel S10
2023-10-03,Manaus,LPA,4.8043,Diesel S10
2023-10-04,Manaus,LPA,4.8043,Diesel S10
2023-10-05,Manaus,LPA,4.8043,Diesel S10
2023-10-06,Manaus,LPA,4.7813,Diesel S10
2023-10-07,Manaus,LPA,4.7813,Diesel S10
2023-10-08,Manaus,LPA,4.7813,Diesel S10
2023-10-09,Manaus,LPA,4.7813,Diesel S10
2023-10-10,Manaus,LPA,4.7813,Diesel S10
2023-10-11,Manaus,LPA,4.7813,Diesel S10
2023-10-12,Manaus,LPA,4.7813,Diesel S10
2023-10-13,Manaus,LPA,4.6513,Diesel S10
2023-10-14,Manaus,LPA,4.6513,Diesel S10
2023-10-15,Manaus,LPA,4.6513,Diesel S10
2023-10-16,Manaus,LPA,4.6513,Diesel S10
2023-10-17,Manaus,LPA,4.6513,Diesel S10
2023-10-18,Manaus,LPA,4.6513,Diesel S10
2023-10-19,Manaus,LPA,4.6513,Diesel S10
2023-10-20,Manaus,LPA,4.8563,Diesel S10
2023-10-21,Manaus,LPA,4.8563,Diesel S10
2023-10-22,Manaus,LPA,4.8563,Diesel S10
2023-10-23,Manaus,LPA,4.8563,Diesel S10
2023-10-24,Manaus,LPA,4.8563,Diesel S10
2023-10-25,Manaus,LPA,4.8563,Diesel S10
2023-10-26,Manaus,LPA,4.8563,Diesel S10
2023-10-27,Manaus,LPA,4.798,Diesel S10
2023-10-28,Manaus,LPA,4.798,Diesel S10
2023-10-29,Manaus,LPA,4.798,Diesel S10
2023-10-30,Manaus,LPA,4.798,Diesel S10
2023-10-31,Manaus,LPA,4.798,Diesel S10
2023-11-01,Manaus,LPA,4.798,Diesel S10
2023-11-02,Manaus,LPA,4.798,Diesel S10
2023-11-03,Manaus,LPA,4.7169,Diesel S10
2023-11-04,Manaus,LPA,4.7169,Diesel S10
2023-11-05,Manaus,LPA,4.7169,Diesel S10
2022-12-01,Manaus,LPA,4.8077,Diesel S500
2022-12-02,Manaus,LPA,4.8077,Diesel S500
2022-12-03,Manaus,LPA,4.8077,Diesel S500
2022-12-04,Manaus,LPA,4.8077,Diesel S500
2022-12-05,Manaus,LPA,4.8077,Diesel S500
2022-12-06,Manaus,LPA,4.8077,Diesel S500
2022-12-07,Manaus,LPA,4.8077,Diesel S500
2022-12-08,Manaus,LPA,4.6856,Diesel S500
2022-12-09,Manaus,LPA,4.6856,Diesel S500
2022-12-10,Manaus,LPA,4.6856,Diesel S500
2022-12-11,Manaus,LPA,4.6856,Diesel S500
2022-12-12,Manaus,LPA,4.6856,Diesel S500
2022-12-13,Manaus,LPA,4.6856,Diesel S500
2022-12-14,Manaus,LPA,4.6856,Diesel S500
2022-12-15,Manaus,LPA,4.3625,Diesel S500
2022-12-16,Manaus,LPA,4.3625,Diesel S500
2022-12-17,Manaus,LPA,4.3625,Diesel S500
2022-12-18,Manaus,LPA,4.3625,Diesel S500
2022-12-19,Manaus,LPA,4.3625,Diesel S500
2022-12-20,Manaus,LPA,4.3625,Diesel S500
2022-12-21,Manaus,LPA,4.3625,Diesel S500
2022-12-22,Manaus,LPA,4.3355,Diesel S500
2022-12-23,Manaus,LPA,4.3355,Diesel S500
2022-12-24,Manaus,LPA,4.3355,Diesel S500
2022-12-25,Manaus,LPA,4.3355,Diesel S500
2022-12-26,Manaus,LPA,4.3355,Diesel S500
2022-12-27,Manaus,LPA,4.3355,Diesel S500
2022-12-28,Manaus,LPA,4.3355,Diesel S500
2022-12-29,Manaus,LPA,4.4504,Diesel S500
2022-12-30,Manaus,LPA,4.4504,Diesel S500
2022-12-31,Manaus,LPA,4.4504,Diesel S500
2023-01-01,Manaus,LPA,4.4504,Diesel S500
2023-01-02,Manaus,LPA,4.4504,Diesel S500
2023-01-03,Manaus,LPA,4.4504,Diesel S500
2023-01-04,Manaus,LPA,4.4504,Diesel S500
2023-01-05,Manaus,LPA,4.69,Diesel S500
2023-01-06,Manaus,LPA,4.69,Diesel S500
2023-01-07,Manaus,LPA,4.69,Diesel S500
2023-01-08,Manaus,LPA,4.69,Diesel S500
2023-01-09,Manaus,LPA,4.69,Diesel S500
2023-01-10,Manaus,LPA,4.69,Diesel S500
2023-01-11,Manaus,LPA,4.69,Diesel S500
2023-01-12,Manaus,LPA,4.3633,Diesel S500
2023-01-13,Manaus,LPA,4.3633,Diesel S500
2023-01-14,Manaus,LPA,4.3633,Diesel S500
2023-01-15,Manaus,LPA,4.3633,Diesel S500
2023-01-16,Manaus,LPA,4.3633,Diesel S500
2023-01-17,Manaus,LPA,4.3633,Diesel S500
2023-01-18,Manaus,LPA,4.3633,Diesel S500
2023-01-19,Manaus,LPA,4.4434,Diesel S500
2023-01-20,Manaus,LPA,4.4434,Diesel S500
2023-01-21,Manaus,LPA,4.4434,Diesel S500
2023-01-22,Manaus,LPA,4.4434,Diesel S500
2023-01-23,Manaus,LPA,4.4434,Diesel S500
2023-01-24,Manaus,LPA,4.4434,Diesel S500
2023-01-25,Manaus,LPA,4.4434,Diesel S500
2023-01-26,Manaus,LPA,4.643,Diesel S500
2023-01-27,Manaus,LPA,4.643,Diesel S500
2023-01-28,Manaus,LPA,4.643,Diesel S500
2023-01-29,Manaus,LPA,4.643,Diesel S500
2023-01-30,Manaus,LPA,4.643,Diesel S500
2023-01-31,Manaus,LPA,4.643,Diesel S500
2023-02-01,Manaus,LPA,4.643,Diesel S500
2023-02-02,Manaus,LPA,4.3197,Diesel S500
2023-02-03,Manaus,LPA,4.3197,Diesel S500
2023-02-04,Manaus,LPA,4.3197,Diesel S500
2023-02-05,Manaus,LPA,4.3197,Diesel S500
2023-02-06,Manaus,LPA,4.3197,Diesel S500
2023-02-07,Manaus,LPA,4.3197,Diesel S500
2023-02-08,Manaus,LPA,4.3197,Diesel S500
2023-02-09,Manaus,LPA,3.916,Diesel S500
2023-02-10,Manaus,LPA,3.916,Diesel S500
2023-02-11,Manaus,LPA,3.916,Diesel S500
2023-02-12,Manaus,LPA,3.916,Diesel S500
2023-02-13,Manaus,LPA,3.916,Diesel S500
2023-02-14,Manaus,LPA,3.916,Diesel S500
2023-02-15,Manaus,LPA,3.916,Diesel S500
2023-02-16,Manaus,LPA,4.0861,Diesel S500
2023-02-17,Manaus,LPA,4.0861,Diesel S500
2023-02-18,Manaus,LPA,4.0861,Diesel S500
2023-02-19,Manaus,LPA,4.0861,Diesel S500
2023-02-20,Manaus,LPA,4.0861,Diesel S500
2023-02-21,Manaus,LPA,4.0861,Diesel S500
2023-02-22,Manaus,LPA,4.0861,Diesel S500
2023-02-23,Manaus,LPA,3.9528,Diesel S500
2023-02-24,Manaus,LPA,3.9528,Diesel S500
2023-02-25,Manaus,LPA,3.9528,Diesel S500
2023-02-26,Manaus,LPA,3.9528,Diesel S500
2023-02-27,Manaus,LPA,3.9528,Diesel S500
2023-02-28,Manaus,LPA,3.9528,Diesel S500
2023-03-01,Manaus,LPA,3.9528,Diesel S500
2023-03-02,Manaus,LPA,3.8651,Diesel S500
2023-03-03,Manaus,LPA,3.8651,Diesel S500
2023-03-04,Manaus,LPA,3.8651,Diesel S500
2023-03-05,Manaus,LPA,3.8651,Diesel S500
2023-03-06,Manaus,LPA,3.8651,Diesel S500
2023-03-07,Manaus,LPA,3.8651,Diesel S500
2023-03-08,Manaus,LPA,3.8651,Diesel S500
2023-03-09,Manaus,LPA,4.0424,Diesel S500
2023-03-10,Manaus,LPA,4.0424,Diesel S500
2023-03-11,Manaus,LPA,4.0424,Diesel S500
2023-03-12,Manaus,LPA,4.0424,Diesel S500
2023-03-13,Manaus,LPA,4.0424,Diesel S500
2023-03-14,Manaus,LPA,4.0424,Diesel S500
2023-03-15,Manaus,LPA,4.0424,Diesel S500
2023-03-16,Manaus,LPA,3.8919,Diesel S500
2023-03-17,Manaus,LPA,3.8919,Diesel S500
2023-03-18,Manaus,LPA,3.8919,Diesel S500
2023-03-19,Manaus,LPA,3.8919,Diesel S500
2023-03-20,Manaus,LPA,3.8919,Diesel S500
2023-03-21,Manaus,LPA,3.8919,Diesel S500
2023-03-22,Manaus,LPA,3.8919,Diesel S500
2023-03-23,Manaus,LPA,3.7538,Diesel S500
2023-03-24,Manaus,LPA,3.7538,Diesel S500
2023-03-25,Manaus,LPA,3.7538,Diesel S500
2023-03-26,Manaus,LPA,3.7538,Diesel S500
2023-03-27,Manaus,LPA,3.7538,Diesel S500
2023-03-28,Manaus,LPA,3.7538,Diesel S500
2023-03-29,Manaus,LPA,3.7538,Diesel S500
2023-03-30,Manaus,LPA,3.7979,Diesel S500
2023-03-31,Manaus,LPA,3.7979,Diesel S500
2023-04-01,Manaus,LPA,3.7979,Diesel S500
2023-04-02,Manaus,LPA,3.7979,Diesel S500
2023-04-03,Manaus,LPA,3.7979,Diesel S500
2023-04-04,Manaus,LPA,3.7979,Diesel S500
2023-04-05,Manaus,LPA,3.7979,Diesel S500
2023-04-06,Manaus,LPA,3.6959,Diesel S500
2023-04-07,Manaus,LPA,3.6959,Diesel S500
2023-04-08,Manaus,LPA,3.6959,Diesel S500
2023-04-09,Manaus,LPA,3.6959,Diesel S500
2023-04-10,Manaus,LPA,3.6959,Diesel S500
2023-04-11,Manaus,LPA,3.6959,Diesel S500
2023-04-12,Manaus,LPA,3.6959,Diesel S500
2023-04-13,Manaus,LPA,3.6812,Diesel S500
2023-04-14,Manaus,LPA,3.6812,Diesel S500
2023-04-15,Manaus,LPA,3.6812,Diesel S500
2023-04-16,Manaus,LPA,3.6812,Diesel S500
2023-04-17,Manaus,LPA,3.6812,Diesel S500
2023-04-18,Manaus,LPA,3.6812,Diesel S500
2023-04-19,Manaus,LPA,3.6812,Diesel S500
2023-04-20,Manaus,LPA,3.5531,Diesel S500
2023-04-21,Manaus,LPA,3.5531,Diesel S500
2023-04-22,Manaus,LPA,3.5531,Diesel S500
2023-04-23,Manaus,LPA,3.5531,Diesel S500
2023-04-24,Manaus,LPA,3.5531,Diesel S500
2023-04-25,Manaus,LPA,3.5531,Diesel S500
2023-04-26,Manaus,LPA,3.5531,Diesel S500
2023-04-27,Manaus,LPA,3.4361,Diesel S500
2023-04-28,Manaus,LPA,3.4361,Diesel S500
2023-04-29,Manaus,LPA,3.4361,Diesel S500
2023-04-30,Manaus,LPA,3.4361,Diesel S500
2023-05-01,Manaus,LPA,3.4361,Diesel S500
2023-05-02,Manaus,LPA,3.4361,Diesel S500
2023-05-03,Manaus,LPA,3.4361,Diesel S500
2023-05-04,Manaus,LPA,3.2057,Diesel S500
2023-05-05,Manaus,LPA,3.2057,Diesel S500
2023-05-06,Manaus,LPA,3.2057,Diesel S500
2023-05-07,Manaus,LPA,3.2057,Diesel S500
2023-05-08,Manaus,LPA,3.2057,Diesel S500
2023-05-09,Manaus,LPA,3.2057,Diesel S500
2023-05-10,Manaus,LPA,3.2057,Diesel S500
2023-05-11,Manaus,LPA,3.2057,Diesel S500
2023-05-12,Manaus,LPA,3.1608,Diesel S500
2023-05-13,Manaus,LPA,3.1608,Diesel S500
2023-05-14,Manaus,LPA,3.1608,Diesel S500
2023-05-15,Manaus,LPA,3.1608,Diesel S500
2023-05-16,Manaus,LPA,3.1608,Diesel S500
2023-05-17,Manaus,LPA,3.1608,Diesel S500
2023-05-18,Manaus,LPA,3.1608,Diesel S500
2023-05-19,Manaus,LPA,3.0346,Diesel S500
2023-05-20,Manaus,LPA,3.0346,Diesel S500
2023-05-21,Manaus,LPA,3.0346,Diesel S500
2023-05-22,Manaus,LPA,3.0346,Diesel S500
2023-05-23,Manaus,LPA,3.0346,Diesel S500
2023-05-24,Manaus,LPA,3.0346,Diesel S500
2023-05-25,Manaus,LPA,3.0346,Diesel S500
2023-05-26,Manaus,LPA,3.11,Diesel S500
2023-05-27,Manaus,LPA,3.11,Diesel S500
2023-05-28,Manaus,LPA,3.11,Diesel S500
2023-05-29,Manaus,LPA,3.11,Diesel S500
2023-05-30,Manaus,LPA,3.11,Diesel S500
2023-05-31,Manaus,LPA,3.11,Diesel S500
2023-06-01,Manaus,LPA,3.11,Diesel S500
2023-06-02,Manaus,LPA,3.0936,Diesel S500
2023-06-03,Manaus,LPA,3.0936,Diesel S500
2023-06-04,Manaus,LPA,3.0936,Diesel S500
2023-06-05,Manaus,LPA,3.0936,Diesel S500
2023-06-06,Manaus,LPA,3.0936,Diesel S500
2023-06-07,Manaus,LPA,3.0936,Diesel S500
2023-06-08,Manaus,LPA,3.0936,Diesel S500
2023-06-09,Manaus,LPA,3.1482,Diesel S500
2023-06-10,Manaus,LPA,3.1482,Diesel S500
2023-06-11,Manaus,LPA,3.1482,Diesel S500
2023-06-12,Manaus,LPA,3.1482,Diesel S500
2023-06-13,Manaus,LPA,3.1482,Diesel S500
2023-06-14,Manaus,LPA,3.1482,Diesel S500
2023-06-15,Manaus,LPA,3.1482,Diesel S500
2023-06-16,Manaus,LPA,3.0648,Diesel S500
2023-06-17,Manaus,LPA,3.0648,Diesel S500
2023-06-18,Manaus,LPA,3.0648,Diesel S500
2023-06-19,Manaus,LPA,3.0648,Diesel S500
2023-06-20,Manaus,LPA,3.0648,Diesel S500
2023-06-21,Manaus,LPA,3.0648,Diesel S500
2023-06-22,Manaus,LPA,3.0648,Diesel S500
2023-06-23,Manaus,LPA,3.2428,Diesel S500
2023-06-24,Manaus,LPA,3.2428,Diesel S500
2023-06-25,Manaus,LPA,3.2428,Diesel S500
2023-06-26,Manaus,LPA,3.2428,Diesel S500
2023-06-27,Manaus,LPA,3.2428,Diesel S500
2023-06-28,Manaus,LPA,3.2428,Diesel S500
2023-06-29,Manaus,LPA,3.2428,Diesel S500
2023-06-30,Manaus,LPA,3.1015,Diesel S500
2023-07-01,Manaus,LPA,3.1015,Diesel S500
2023-07-02,Manaus,LPA,3.1015,Diesel S500
2023-07-03,Manaus,LPA,3.1015,Diesel S500
2023-07-04,Manaus,LPA,3.1015,Diesel S500
2023-07-05,Manaus,LPA,3.1015,Diesel S500
2023-07-06,Manaus,LPA,3.1015,Diesel S500
2023-07-07,Manaus,LPA,3.1764,Diesel S500
2023-07-08,Manaus,LPA,3.1764,Diesel S500
2023-07-09,Manaus,LPA,3.1764,Diesel S500
2023-07-10,Manaus,LPA,3.1764,Diesel S500
2023-07-11,Manaus,LPA,3.1764,Diesel S500
2023-07-12,Manaus,LPA,3.1764,Diesel S500
2023-07-13,Manaus,LPA,3.1764,Diesel S500
2023-07-14,Manaus,LPA,3.3089,Diesel S500
2023-07-15,Manaus,LPA,3.3089,Diesel S500
2023-07-16,Manaus,LPA,3.3089,Diesel S500
2023-07-17,Manaus,LPA,3.3089,Diesel S500
2023-07-18,Manaus,LPA,3.3089,Diesel S500
2023-07-19,Manaus,LPA,3.3089,Diesel S500
2023-07-20,Manaus,LPA,3.3089,Diesel S500
2023-07-21,Manaus,LPA,3.3448,Diesel S500
2023-07-22,Manaus,LPA,3.3448,Diesel S500
2023-07-23,Manaus,LPA,3.3448,Diesel S500
2023-07-24,Manaus,LPA,3.3448,Diesel S500
2023-07-25,Manaus,LPA,3.3448,Diesel S500
2023-07-26,Manaus,LPA,3.3448,Diesel S500
2023-07-27,Manaus,LPA,3.3448,Diesel S500
2023-07-28,Manaus,LPA,3.52,Diesel S500
2023-07-29,Manaus,LPA,3.52,Diesel S500
2023-07-30,Manaus,LPA,3.52,Diesel S500
2023-07-31,Manaus,LPA,3.52,Diesel S500
2023-08-01,Manaus,LPA,3.52,Diesel S500
2023-08-02,Manaus,LPA,3.52,Diesel S500
2023-08-03,Manaus,LPA,3.52,Diesel S500
2023-08-04,Manaus,LPA,3.8167,Diesel S500
2023-08-05,Manaus,LPA,3.8167,Diesel S500
2023-08-06,Manaus,LPA,3.8167,Diesel S500
2023-08-07,Manaus,LPA,3.8167,Diesel S500
2023-08-08,Manaus,LPA,3.8167,Diesel S500
2023-08-09,Manaus,LPA,3.8167,Diesel S500
2023-08-10,Manaus,LPA,3.8167,Diesel S500
2023-08-11,Manaus,LPA,4.103,Diesel S500
2023-08-12,Manaus,LPA,4.103,Diesel S500
2023-08-13,Manaus,LPA,4.103,Diesel S500
2023-08-14,Manaus,LPA,4.103,Diesel S500
2023-08-15,Manaus,LPA,4.103,Diesel S500
2023-08-16,Manaus,LPA,4.103,Diesel S500
2023-08-17,Manaus,LPA,4.103,Diesel S500
2023-08-18,Manaus,LPA,4.2362,Diesel S500
2023-08-19,Manaus,LPA,4.2362,Diesel S500
2023-08-20,Manaus,LPA,4.2362,Diesel S500
2023-08-21,Manaus,LPA,4.2362,Diesel S500
2023-08-22,Manaus,LPA,4.2362,Diesel S500
2023-08-23,Manaus,LPA,4.2362,Diesel S500
2023-08-24,Manaus,LPA,4.2362,Diesel S500
2023-08-25,Manaus,LPA,4.2766,Diesel S500
2023-08-26,Manaus,LPA,4.2766,Diesel S500
2023-08-27,Manaus,LPA,4.2766,Diesel S500
2023-08-28,Manaus,LPA,4.2766,Diesel S500
2023-08-29,Manaus,LPA,4.2766,Diesel S500
2023-08-30,Manaus,LPA,4.2766,Diesel S500
2023-08-31,Manaus,LPA,4.2766,Diesel S500
2023-09-01,Manaus,LPA,4.3013,Diesel S500
2023-09-02,Manaus,LPA,4.3013,Diesel S500
2023-09-03,Manaus,LPA,4.3013,Diesel S500
2023-09-04,Manaus,LPA,4.3013,Diesel S500
2023-09-05,Manaus,LPA,4.3013,Diesel S500
2023-09-06,Manaus,LPA,4.3013,Diesel S500
2023-09-07,Manaus,LPA,4.3013,Diesel S500
2023-09-08,Manaus,LPA,4.3704,Diesel S500
2023-09-09,Manaus,LPA,4.3704,Diesel S500
2023-09-10,Manaus,LPA,4.3704,Diesel S500
2023-09-11,Manaus,LPA,4.3704,Diesel S500
2023-09-12,Manaus,LPA,4.3704,Diesel S500
2023-09-13,Manaus,LPA,4.3704,Diesel S500
2023-09-14,Manaus,LPA,4.3704,Diesel S500
2023-09-15,Manaus,LPA,4.5805,Diesel S500
2023-09-16,Manaus,LPA,4.5805,Diesel S500
2023-09-17,Manaus,LPA,4.5805,Diesel S500
2023-09-18,Manaus,LPA,4.5805,Diesel S500
2023-09-19,Manaus,LPA,4.5805,Diesel S500
2023-09-20,Manaus,LPA,4.5805,Diesel S500
2023-09-21,Manaus,LPA,4.5805,Diesel S500
2023-09-22,Manaus,LPA,4.6003,Diesel S500
2023-09-23,Manaus,LPA,4.6003,Diesel S500
2023-09-24,Manaus,LPA,4.6003,Diesel S500
2023-09-25,Manaus,LPA,4.6003,Diesel S500
2023-09-26,Manaus,LPA,4.6003,Diesel S500
2023-09-27,Manaus,LPA,4.6003,Diesel S500
2023-09-28,Manaus,LPA,4.6003,Diesel S500
2023-09-29,Manaus,LPA,4.7543,Diesel S500
2023-09-30,Manaus,LPA,4.7543,Diesel S500
2023-10-01,Manaus,LPA,4.7543,Diesel S500
2023-10-02,Manaus,LPA,4.7543,Diesel S500
2023-10-03,Manaus,LPA,4.7543,Diesel S500
2023-10-04,Manaus,LPA,4.7543,Diesel S500
2023-10-05,Manaus,LPA,4.7543,Diesel S500
2023-10-06,Manaus,LPA,4.7313,Diesel S500
2023-10-07,Manaus,LPA,4.7313,Diesel S500
2023-10-08,Manaus,LPA,4.7313,Diesel S500
2023-10-09,Manaus,LPA,4.7313,Diesel S500
2023-10-10,Manaus,LPA,4.7313,Diesel S500
2023-10-11,Manaus,LPA,4.7313,Diesel S500
2023-10-12,Manaus,LPA,4.7313,Diesel S500
2023-10-13,Manaus,LPA,4.6013,Diesel S500
2023-10-14,Manaus,LPA,4.6013,Diesel S500
2023-10-15,Manaus,LPA,4.6013,Diesel S500
2023-10-16,Manaus,LPA,4.6013,Diesel S500
2023-10-17,Manaus,LPA,4.6013,Diesel S500
2023-10-18,Manaus,LPA,4.6013,Diesel S500
2023-10-19,Manaus,LPA,4.6013,Diesel S500
2023-10-20,Manaus,LPA,4.8063,Diesel S500
2023-10-21,Manaus,LPA,4.8063,Diesel S500
2023-10-22,Manaus,LPA,4.8063,Diesel S500
2023-10-23,Manaus,LPA,4.8063,Diesel S500
2023-10-24,Manaus,LPA,4.8063,Diesel S500
2023-10-25,Manaus,LPA,4.8063,Diesel S500
2023-10-26,Manaus,LPA,4.8063,Diesel S500
2023-10-27,Manaus,LPA,4.748,Diesel S500
2023-10-28,Manaus,LPA,4.748,Diesel S500
2023-10-29,Manaus,LPA,4.748,Diesel S500
2023-10-30,Manaus,LPA,4.748,Diesel S500
2023-10-31,Manaus,LPA,4.748,Diesel S500
2023-11-01,Manaus,LPA,4.748,Diesel S500
2023-11-02,Manaus,LPA,4.748,Diesel S500
2023-11-03,Manaus,LPA,4.6669,Diesel S500
2023-11-04,Manaus,LPA,4.6669,Diesel S500
2023-11-05,Manaus,LPA,4.6669,Diesel S500
2022-12-01,Manaus,EXA,4.8054,Diesel S500
2022-12-02,Manaus,EXA,4.8054,Diesel S500
2022-12-03,Manaus,EXA,4.8054,Diesel S500
2022-12-04,Manaus,EXA,4.8054,Diesel S500
